"Inspection ID","DBA Name","AKA Name","License #","Facility Type",Risk,Address,City,State,Zip,"Inspection Date","Inspection Type",Results,Violations,Latitude,Longitude,Location,DI_CreateDate,DI_WorkflowFileName,INSPECTION_DATE_CONVERTED
2559948,PROSECCO,PROSECCO,1891849,Restaurant,"Risk 1 (High)","710 N WELLS ST",CHICAGO,IL,60654,06/27/2022,Non-Inspection,"No Entry",NULL,41.8951914298092,-87.63431031085479,"(-87.63431031085479, 41.8951914298092)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-27 00:00:00"
2562021,"AMAZING GRACE DAYCARE CENTER","AMAZING GRACE DAYCARE CENTER",2215901,"Daycare Above and Under 2 Years","Risk 1 (High)","11123-11125 S HALSTED ST",CHICAGO,IL,60628,08/12/2022,Non-Inspection,"No Entry",NULL,41.69164609748754,-87.6422140544927,"(-87.6422140544927, 41.69164609748754)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-12 00:00:00"
2561938,POPEYES,POPEYES,1621074,Restaurant,"Risk 1 (High)","5353 N HARLEM AVE",CHICAGO,IL,60656,08/10/2022,"Canvass Re-Inspection",Pass,NULL,41.97862919293747,-87.80684493423499,"(-87.80684493423499, 41.97862919293747)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-10 00:00:00"
2561919,"ERNEST & YOUNG CHICAGO COFFEE BAR","ERNEST & YOUNG CHICAGO COFFEE BAR",2862970,Restaurant,"Risk 2 (Medium)","155 N WACKER DR",CHICAGO,IL,60606,08/10/2022,"License Re-Inspection",Pass,NULL,41.88461561705127,-87.63668235780031,"(-87.63668235780031, 41.88461561705127)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-10 00:00:00"
2561866,"DUSEK'S BOARD AND BEER / PUNCH HOUSE",DUSEKS,2262309,Restaurant,"Risk 1 (High)","1223-1227 W 18TH ST",CHICAGO,IL,60608,08/09/2022,Non-Inspection,"No Entry",NULL,41.8578278479898,-87.65741657223244,"(-87.65741657223244, 41.8578278479898)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-09 00:00:00"
2561769,"LA TROPICANA INC","LA TROPICANA INC",66049,Restaurant,"Risk 1 (High)","5646 S KEDZIE AVE",CHICAGO,IL,60629,08/05/2022,"Canvass Re-Inspection",Pass,NULL,41.79030995455098,-87.70361169182293,"(-87.70361169182293, 41.79030995455098)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-05 00:00:00"
2561761,"LOUI'S DELI & MART","LOUI'S DELI & MART",2797055,"Grocery Store","Risk 2 (Medium)","15 S CICERO AVE",CHICAGO,IL,60644,08/05/2022,Canvass,"Out of Business",NULL,41.87996709490372,-87.74511338225935,"(-87.74511338225935, 41.87996709490372)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-05 00:00:00"
2561715,"CHICAGO SUGAR DADDY PATISSERIE","CHICAGO SUGAR DADDY PATISSERIE",2807722,Bakery,"Risk 2 (Medium)","3243 N BROADWAY",CHICAGO,IL,60657,08/04/2022,Canvass,Pass,NULL,41.94129418083914,-87.64429200618663,"(-87.64429200618663, 41.94129418083914)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-04 00:00:00"
2561623,"LA CHOZA MEXICAN GRILL","LA CHOZA MEXICAN GRILL",1840862,Restaurant,"Risk 1 (High)","7022 N CLARK ST",CHICAGO,IL,60626,08/02/2022,Canvass,Fail,"9. NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED - Comments: OBSERVED THE EMPLOYEE SLICING FRESH TOMATOES AND ASSEMBLING READY-TO-EAT LETTUCE, ONION, AND TOMATOES FOR A SALAD WITH BARE HANDS. REVIEWED NO BARE",42.009697980488845,-87.67427432484828,"(-87.67427432484828, 42.009697980488845)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-02 00:00:00"
2561613,"CAFE 47",NULL,2862470,NULL,All,"4612 S ASHLAND AVE",CHICAGO,IL,60609,08/02/2022,License,"Not Ready",NULL,41.810014536507076,-87.66515747304064,"(-87.66515747304064, 41.810014536507076)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-02 00:00:00"
2561545,SUBWAY,SUBWAY,2583158,Restaurant,"Risk 1 (High)","7949 S CICERO AVE",CHICAGO,IL,60652,08/01/2022,"Canvass Re-Inspection",Pass,NULL,41.74811554571245,-87.74115765013514,"(-87.74115765013514, 41.74811554571245)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-01 00:00:00"
2561563,STARBUCKS,"STARBUCKS (T3 L20)",2609682,Restaurant,"Risk 2 (Medium)","11601 W TOUHY AVE",CHICAGO,IL,60666,08/01/2022,Canvass,Pass,NULL,42.008536400868735,-87.91442843927047,"(-87.91442843927047, 42.008536400868735)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-01 00:00:00"
2561538,"PACINO'S RC, LLC",PACINOS,2683667,Restaurant,"Risk 1 (High)","1010 S DELANO CT",CHICAGO,IL,60605,08/01/2022,Canvass,"No Entry",NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-08-01 00:00:00"
2561500,"TACO BELL CANTINA","TACO BELL CANTINA",2657738,Restaurant,"Risk 1 (High)","2432 N MILWAUKEE AVE",CHICAGO,IL,60647,07/29/2022,Complaint,Pass,NULL,41.92533164821854,-87.70154132847459,"(-87.70154132847459, 41.92533164821854)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-29 00:00:00"
2561493,"MCGEE'S TAVERN & GRILLE","MCGEE'S TAVERN & GRILLE",26266,Restaurant,"Risk 1 (High)","950 W WEBSTER AVE",CHICAGO,IL,60614,07/29/2022,"Canvass Re-Inspection",Pass,NULL,41.92185462558926,-87.65309486506003,"(-87.65309486506003, 41.92185462558926)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-29 00:00:00"
2561403,"FRIEDMAN PLACE","FRIEDMAN PLACE",2206671,"Long Term Care","Risk 1 (High)","5527 N MAPLEWOOD AVE",CHICAGO,IL,60625,07/28/2022,Canvass,Pass,NULL,41.98220621897603,-87.69290712485864,"(-87.69290712485864, 41.98220621897603)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-28 00:00:00"
2561301,"JIN JU","JIN JU",27137,Restaurant,"Risk 1 (High)","5203 N CLARK ST",CHICAGO,IL,60640,07/26/2022,Non-Inspection,"No Entry",NULL,41.97630115368914,-87.66827593789948,"(-87.66827593789948, 41.97630115368914)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-26 00:00:00"
2561167,"ALCOIRIS INC",ALCOIRIS,30948,Restaurant,"Risk 2 (Medium)","4007 W ARMITAGE AVE",CHICAGO,IL,60639,07/22/2022,"Canvass Re-Inspection",Pass,NULL,41.917051966932796,-87.72689273615504,"(-87.72689273615504, 41.917051966932796)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-22 00:00:00"
2561111,"WENDY'S PROPERTIES, LLC",WENDY'S,2423887,Restaurant,"Risk 1 (High)","242 W GARFIELD BLVD",CHICAGO,IL,60609,07/21/2022,"Short Form Complaint",Pass,NULL,41.79463882630404,-87.63226704546275,"(-87.63226704546275, 41.79463882630404)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-21 00:00:00"
2561099,"NORMAN'S AT RAINBOW BEACH","NORFLO HOLDING CORP",2851436,Restaurant,"Risk 2 (Medium)","3111 E 77TH ST",CHICAGO,IL,60649,07/21/2022,"License Re-Inspection","No Entry",NULL,41.758023343264554,-87.54950094247275,"(-87.54950094247275, 41.758023343264554)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-21 00:00:00"
2561064,"AUNTIE ANNE'S PRETZELS","AUNTIE ANNE'S PRETZELS",2840817,Restaurant,"Risk 2 (Medium)","225 S CANAL ST",CHICAGO,IL,60606,07/21/2022,"License Re-Inspection",Pass,NULL,41.878531278353606,-87.63942745962717,"(-87.63942745962717, 41.878531278353606)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-21 00:00:00"
2561042,"EL PECADO INC.","EL PECADO",2579298,Restaurant,"Risk 1 (High)","6922 N CLARK ST",CHICAGO,IL,60626,07/20/2022,"Canvass Re-Inspection",Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  6-201.11-- MUST NOT USE PLASTIC AND TAPE AS A COVER FOR THE ELECTRICAL SOCKET AT THE DISH AREA.",42.007270860380864,-87.67371086236922,"(-87.67371086236922, 42.007270860380864)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-20 00:00:00"
2561032,"HOLIDAY INN CHICAGO DOWNTOWN-WOLF POINT & VOCO CHI","HOLIDAY INN",2845643,Restaurant,"Risk 1 (High)","350 N ORLEANS ST",CHICAGO,IL,60654,07/20/2022,License,Pass,NULL,41.888741038131876,-87.63708054058772,"(-87.63708054058772, 41.888741038131876)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-20 00:00:00"
2561018,"ELLIPSIS COFFEEHOUSE","ELLIPSIS COFFEEHOUSE",2856523,Restaurant,"Risk 2 (Medium)","1259 W DEVON AVE",CHICAGO,IL,60660,07/20/2022,"License Re-Inspection",Pass,NULL,41.99805033405427,-87.66298528869856,"(-87.66298528869856, 41.99805033405427)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-20 00:00:00"
2560942,INDIENNE,INDIENNE,2856313,Restaurant,"Risk 3 (Low)","217 W HURON ST",CHICAGO,IL,60654,07/19/2022,License,Pass,NULL,41.894671023719845,-87.63490436761396,"(-87.63490436761396, 41.894671023719845)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-19 00:00:00"
2560922,"SELINA CHICAGO",HOWM,2850689,Restaurant,"Risk 3 (Low)","100 E CHESTNUT ST",CHICAGO,IL,60611,07/19/2022,License,Pass,NULL,41.89847619293213,-87.62552375805997,"(-87.62552375805997, 41.89847619293213)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-19 00:00:00"
2560847,"HIGH RIDGE YMCA","HIGH RIDGE YMCA",2215705,"Daycare Above and Under 2 Years","Risk 1 (High)","2424 W TOUHY AVE",CHICAGO,IL,60645,07/15/2022,Canvass,"Out of Business",NULL,42.01236867057877,-87.6912594351893,"(-87.6912594351893, 42.01236867057877)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-15 00:00:00"
2560841,"TACO BELL","TACO BELL",2470594,Restaurant,"Risk 1 (High)","6460 N SHERIDAN RD",CHICAGO,IL,60626,07/15/2022,"Complaint Re-Inspection",Pass,NULL,41.99989387175844,-87.660837284997,"(-87.660837284997, 41.99989387175844)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-15 00:00:00"
2560839,"Printers Row Wine Shop","Printers Row Wine Shop",2738687,Liquor,"Risk 2 (Medium)","719 S DEARBORN ST",CHICAGO,IL,60605,07/15/2022,"Canvass Re-Inspection",Pass,NULL,41.87296971734309,-87.62900754620853,"(-87.62900754620853, 41.87296971734309)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-15 00:00:00"
2560834,REPLAY/ELIXIR,REPLAY/ELIXIR,2385227,Restaurant,"Risk 1 (High)","5356-5358 N CLARK ST",CHICAGO,IL,60640,07/15/2022,Canvass,Pass,NULL,41.979729777066666,-87.66841902665125,"(-87.66841902665125, 41.979729777066666)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-15 00:00:00"
2560777,"BEST SUBS #3 INC.","BEST SUBS #3",2431670,Restaurant,"Risk 1 (High)","5752 W BELMONT AVE",CHICAGO,IL,60634,07/14/2022,Non-Inspection,"No Entry",NULL,41.93862431098313,-87.77106451493644,"(-87.77106451493644, 41.93862431098313)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-14 00:00:00"
2560749,"AURORA CHICAGO LAKESHORE","AURORA CHICAGO LAKESHORE",2222307,Restaurant,"Risk 1 (High)","4720 N CLARENDON",CHICAGO,IL,60640,07/14/2022,Canvass,"Out of Business",NULL,41.968016538867424,-87.65023379920969,"(-87.65023379920969, 41.968016538867424)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-14 00:00:00"
2560638,"KIDDIE STEPS 4 YOU LEARNING CENTER INC.","KIDDIE STEPS 4 YOU LEARNING CENTER",2263322,"Children's Services Facility","Risk 1 (High)","1700 W 63RD ST",CHICAGO,IL,60636,07/13/2022,Canvass,"No Entry",NULL,41.77952700803032,-87.6667309774857,"(-87.6667309774857, 41.77952700803032)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-13 00:00:00"
2560573,"OFELIO TORRES","GLORIA'S TACOS",10923,Restaurant,"Risk 1 (High)","1755 W 18TH ST",CHICAGO,IL,60608,07/12/2022,"Canvass Re-Inspection",Pass,NULL,41.85761907575693,-87.67085498273435,"(-87.67085498273435, 41.85761907575693)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-12 00:00:00"
2560564,"LITTLE ANGELS LEARNING CENTER OF CHICAGO","LITTLE ANGELS LEARNING CENTER",2506794,"Children's Services Facility","Risk 1 (High)","4247 N AUSTIN AVE",CHICAGO,IL,60634,07/12/2022,Canvass,Pass,NULL,41.95809926481448,-87.77679908281232,"(-87.77679908281232, 41.95809926481448)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-12 00:00:00"
2560544,MCDONALD'S,MCDONALD'S,2807899,Restaurant,"Risk 2 (Medium)","1657 W 95TH ST",CHICAGO,IL,60643,07/11/2022,"Canvass Re-Inspection",Pass,NULL,41.721073142167896,-87.66489837339608,"(-87.66489837339608, 41.721073142167896)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-11 00:00:00"
2560462,"POPEYE'S CHICKEN & BISCUITS",POPEYE'S,2822855,Restaurant,"Risk 1 (High)","50 N WESTERN AVE",CHICAGO,IL,60612,07/08/2022,"Complaint Re-Inspection",Pass,NULL,41.88263293865735,-87.686621829305,"(-87.686621829305, 41.88263293865735)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-08 00:00:00"
2560377,"GOLD COAST DOGS","GOLD COAST DOGS  (T3 L4)",1884293,Restaurant,"Risk 1 (High)","11601 W TOUHY AVE",CHICAGO,IL,60666,07/06/2022,"Canvass Re-Inspection",Pass,NULL,42.008536400868735,-87.91442843927047,"(-87.91442843927047, 42.008536400868735)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-06 00:00:00"
2560320,"iO Theater","iO Theater",2850833,Restaurant,"Risk 3 (Low)","1501-1519 N KINGSBURY ST",CHICAGO,IL,60642,07/06/2022,License,Fail,NULL,41.90830578569197,-87.65179957092685,"(-87.65179957092685, 41.90830578569197)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-06 00:00:00"
2560283,"NOODLES PARTY","NOODLES PARTY",1894582,Restaurant,"Risk 1 (High)","4205 W LAWRENCE AVE",CHICAGO,IL,60630,07/05/2022,Non-Inspection,"No Entry",NULL,41.96807267241548,-87.73319722399498,"(-87.73319722399498, 41.96807267241548)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-05 00:00:00"
2560300,"TACOS TEQUILAS","TACOS TEQUILAS",2283846,Restaurant,"Risk 1 (High)","2919 N MILWAUKEE AVE",CHICAGO,IL,60618,07/06/2022,"Canvass Re-Inspection",Pass,NULL,41.934392894503155,-87.71589988857131,"(-87.71589988857131, 41.934392894503155)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-06 00:00:00"
2559480,"CHARTWELLS THOMPSON","MUCHIN COLLEGE PREP",2202623,School,"Risk 1 (High)","1 N STATE ST FL",CHICAGO,IL,60602,06/16/2022,Canvass,"Out of Business",NULL,41.88211763349539,-87.62767361218859,"(-87.62767361218859, 41.88211763349539)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-16 00:00:00"
2560210,"luna empanada shop","LUNA EMPANADA SHOP",2636362,Restaurant,"Risk 1 (High)","6011 W IRVING PARK RD",CHICAGO,IL,60634,07/01/2022,Canvass,"Out of Business",NULL,41.95293379525561,-87.77722754978836,"(-87.77722754978836, 41.95293379525561)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-07-01 00:00:00"
2560067,POT-POTS,POT-POTS,285931,"Shared Kitchen User (Long Term)","Risk 2 (Medium)","360 E SOUTH WATER ST",CHICAGO,IL,60601,06/29/2022,Canvass,Pass,NULL,41.88661753412504,-87.6186716725787,"(-87.6186716725787, 41.88661753412504)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-29 00:00:00"
2560015,"KENDRA'S ROLL ICE CREAM","KENDRA'S ROLL ICE CREAM",2841207,Restaurant,"Risk 2 (Medium)","4309 N Milwaukee AVE",CHICAGO,IL,60641,06/28/2022,"License Re-Inspection",Pass,NULL,41.95915229263769,-87.75302230536079,"(-87.75302230536079, 41.95915229263769)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-28 00:00:00"
2560012,"JOHN'S PLACE","JOHN'S PLACE",1869112,Restaurant,"Risk 1 (High)","2132 W ROSCOE ST",CHICAGO,IL,60618,06/28/2022,Non-Inspection,"No Entry",NULL,41.94328079486431,-87.68215298235329,"(-87.68215298235329, 41.94328079486431)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-28 00:00:00"
2559912,"GALE STREET INN","GALE STREET INN",39301,Restaurant,"Risk 1 (High)","4914 N MILWAUKEE AVE",CHICAGO,IL,60630,06/27/2022,"Canvass Re-Inspection",Pass,"41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: FOUND WASHCLOTHS NOT PROPERLY STORED. MUST STORE INSIDE CONTAINER.",41.97001167825235,-87.76279618588528,"(-87.76279618588528, 41.97001167825235)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-27 00:00:00"
2559878,"BUREAU BAR AND RESTAURANT LLC","BUREAU BAR AND RESTAURANT LLC",2738503,Restaurant,"Risk 1 (High)","2115 S STATE ST",CHICAGO,IL,60616,06/24/2022,Non-Inspection,"No Entry",NULL,41.85376809634427,-87.62695735958255,"(-87.62695735958255, 41.85376809634427)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-24 00:00:00"
2559840,"BROWN'S RESTAURANT LLC",BROWN'S,2601016,Restaurant,"Risk 1 (High)","5254 W CHICAGO AVE",CHICAGO,IL,60651,06/24/2022,Canvass,"Out of Business",NULL,41.89502331496054,-87.75783480830066,"(-87.75783480830066, 41.89502331496054)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-24 00:00:00"
2559934,"KARACHI CHAT HOUSE","KARACHI CHAT HOUSE",2476760,Restaurant,"Risk 1 (High)","2301 W DEVON AVE",CHICAGO,IL,60659,06/24/2022,Non-Inspection,"No Entry",NULL,41.997661582786776,-87.68750364336269,"(-87.68750364336269, 41.997661582786776)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-24 00:00:00"
2559813,"LEVY RESTAURANT AT U.S.CELLULAR FIELD","RIGHT FIELD CONCESSION STAND",1120537,Restaurant,"Risk 2 (Medium)","333 W 35TH ST",CHICAGO,IL,60616,06/23/2022,Canvass,"Out of Business",NULL,41.83078366228312,-87.6352957830455,"(-87.6352957830455, 41.83078366228312)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-23 00:00:00"
2559817,TBD,YETI,2683793,Restaurant,"Risk 2 (Medium)","1572 N MILWAUKEE AVE",CHICAGO,IL,60622,06/23/2022,Canvass,"Out of Business",NULL,41.909985926655196,-87.67707965187611,"(-87.67707965187611, 41.909985926655196)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-23 00:00:00"
2559787,"WENDYS OLD FASHIONED HAMBURGERS","WENDYS OLD FASHIONED HAMBURGERS",2308240,Restaurant,"Risk 1 (High)","758 W 117TH ST",CHICAGO,IL,60628,06/23/2022,"Complaint Re-Inspection",Pass,NULL,41.68194036015946,-87.64195936290173,"(-87.64195936290173, 41.68194036015946)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-23 00:00:00"
2559764,"CHESAREE LAUREN ROLLINS","CHESAREE LAUREN ROLLINS",2550755,"Shared Kitchen User (Long Term)","Risk 2 (Medium)","4711 S INDIANA AVE",CHICAGO,IL,60615,06/23/2022,Canvass,"Out of Business",NULL,41.808939537083916,-87.62105556689875,"(-87.62105556689875, 41.808939537083916)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-23 00:00:00"
2559756,"THOREK MEMORIAL HOSPITAL","THOREK MEMORIAL HOSPITAL",15769,Restaurant,"Risk 1 (High)","850 W IRVING PARK RD",CHICAGO,IL,60613,06/23/2022,Canvass,Pass,NULL,41.95464082537165,-87.65156901235385,"(-87.65156901235385, 41.95464082537165)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-23 00:00:00"
2559727,"The Manor","The Manor",22971,Restaurant,"Risk 1 (High)","4152-4158 W 47TH ST",CHICAGO,IL,60632,06/22/2022,Canvass,"No Entry",NULL,41.80792449729992,-87.72816394877388,"(-87.72816394877388, 41.80792449729992)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-22 00:00:00"
2559713,"DUNKIN DONUTS","DUNKIN DONUTS",40896,Restaurant,"Risk 2 (Medium)","4867 N MILWAUKEE AVE",CHICAGO,IL,60630,06/22/2022,Canvass,Pass,NULL,41.96955287103146,-87.76202557425042,"(-87.76202557425042, 41.96955287103146)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-22 00:00:00"
2559680,"ITW DAVID SPEER ACADEMY","ITW DAVID SPEER ACADEMY",2851442,NULL,"Risk 1 (High)","5321 W GRAND AVE",CHICAGO,IL,60639,06/22/2022,License,"Not Ready",NULL,41.91745895014328,-87.75936984882935,"(-87.75936984882935, 41.91745895014328)","2022-10-06 12:53:44",FinaL_Chicago_Workflow.yxmd,"2022-06-22 00:00:00"
